Order Number,Definition,Part_of_Speech,Correct_Character,Correct_Pinyin,Frequency,Usage,Choice_A_Char,Choice_A_Pinyin,Choice_B_Char,Choice_B_Pinyin,Choice_C_Char,Choice_C_Pinyin,Choice_D_Char,Choice_D_Pinyin,Choice_E_Char,Choice_E_Pinyin,Correct_Choice
1091,"To pull out, pull up, or extract something from where it is fixed or embedded, often with force.",verb,拔,ba2,5,"Common in phrases like 拔牙 (pull a tooth), 拔草 (pull weeds), 拔河 (tug of war)",猾,hua2,拉,la1,拔,ba2,吼,hou3,膛,tang2,C
1092,Fist; a clenched hand. Also refers to martial arts techniques or boxing.,noun,拳,quan2,5,"Common in words like 拳头 (fist), 太极拳 (Tai Chi), and 拳击 (boxing)",瞅,chou3,裂,lie4,衣,yi1,拳,quan2,味,wei4,D
1093,To hug or embrace someone with your arms; to hold someone close,verb,搂,lou3,5,Commonly used for physical affection like 搂着 (holding in arms) or 搂抱 (to embrace),搂,lou3,窥,kui1,踩,cai3,却,que4,顶,ding3,A
1094,"To rub, stroke, or touch lightly with the hand; to scrape or graze against something.",verb,摩,mo2,5,"Commonly seen in compounds like 摩擦 (friction), 按摩 (massage), and 摩托车 (motorcycle)",摩,mo2,抖,dou3,罚,fa2,闹,nao4,胖,pang4,A
1095,"Spacious, wide open, or uncovered; describes a place or space that is broad and unobstructed.",adjective,敞,chang3,5,Commonly used in words like 敞开 (to open wide) and 宽敞 (spacious),髅,lou2,投,tou2,敞,chang3,月,yue4,胜,sheng4,C
1096,"Old, used, or worn out; refers to things that have existed for a long time or are no longer new. Can also mean former or past when describing relationships or situations.",adjective,旧,jiu4,5,"Common in phrases like 旧书 (old book), 旧朋友 (old friend), 旧衣服 (old clothes)",丝,si1,饭,fan4,旧,jiu4,伞,san3,莹,ying2,C
1097,"Power, authority, or right to do something. Also refers to权利 (rights) and 权力 (power/authority) in legal and political contexts.",noun,权,quan2,5,"Common in words like 人权 (human rights), 权力 (power), 权利 (rights), 有权 (have the right to)",队,dui4,兆,zhao4,权,quan2,结,jie2,襟,jin1,C
1098,"A branch or twig of a tree or plant; also used as a measure word for long, thin objects like flowers, pens, or candles.",noun/measure word,枝,zhi1,5,Common in phrases like 树枝 (tree branch) or as a counter in 一枝花 (one flower/stem),枝,zhi1,资,zi1,刹,sha1,姑,gu1,差,cha4,A
1099,"A frame, border, or box that surrounds or contains something. Can also mean to frame or enclose something.",noun/verb,框,kuang1,5,"Common in words like 框架 (framework), 相框 (picture frame), 框子 (frame/box), and 方框 (square box)",厄,e4,框,kuang1,盖,gai4,洛,luo4,辛,xin1,B
1100,"Plum or plum blossom; refers to the plum tree, its fruit, or its flowers which are an important symbol in Chinese culture.",noun,梅,mei2,5,"Commonly seen in names, poetry, and phrases like 梅花 (plum blossom)",锃,zeng4,须,xu1,升,sheng1,梅,mei2,噜,lu1,D
1101,"Poison or toxin; something harmful or deadly that can cause injury or death. Can also mean cruel, vicious, or malicious.",noun/adjective,毒,du2,5,"Common in words like 中毒 (poisoned), 毒品 (drugs), 病毒 (virus)",馅,xian4,毒,du2,争,zheng1,填,tian2,破,po4,B
1102,"Sand or sandy; refers to small granular particles found on beaches, deserts, or riverbeds.",noun,沙,sha1,5,"Common in words like 沙滩 (beach), 沙漠 (desert), and 沙发 (sofa - phonetic borrowing)",官,guan1,险,xian3,龄,ling2,厢,xiang1,沙,sha1,E
1103,Ocean or sea; also means foreign or Western (especially in historical contexts),noun/adjective,洋,yang2,5,"Common in words like 海洋 (ocean), 洋人 (foreigner), 太平洋 (Pacific Ocean)",录,lu4,洋,yang2,我,wo3,单,dan1,独,du2,B
1104,Lake; a large body of water surrounded by land.,noun,湖,hu2,5,Common in place names like 西湖 (West Lake) and compound words like 湖泊 (lakes),产,chan3,惜,xi1,坏,huai4,把,ba3,湖,hu2,E
1105,"To spread or overflow; to be all over or everywhere. Also means unrestrained, free, or casual.",verb/adjective,漫,man4,5,"Common in words like 漫画 (manga/comics), 浪漫 (romantic), and 漫长 (very long)",冒,mao4,漫,man4,推,tui1,多,duo1,抛,pao1,B
1106,"Rotten, spoiled, or decayed; also means broken, worn out, or of poor quality. Can describe food that has gone bad or things that are badly done or falling apart.",adjective,烂,lan4,5,"Common in phrases like 烂了 (has rotted/broken), 烂苹果 (rotten apple), or 太烂了 (it's terrible/awful)",份,fen4,掩,yan3,烂,lan4,起,qi3,竖,shu4,C
1107,Pig or hog; a common domesticated farm animal raised for meat.,noun,猪,zhu1,5,Used in words like 猪肉 (pork) and appears in the Chinese zodiac as one of the twelve animals,隔,ge2,又,you4,晶,jing1,猪,zhu1,际,ji4,D
1108,"Very, extremely; to an excessive degree. Also means 'what' or 'why' in classical Chinese.",adverb,甚,shen4,5,"Commonly seen in formal or literary expressions like 甚至 (even), 甚好 (very good)",棱,leng2,数,shu4,望,wang4,甚,shen4,团,tuan2,D
1109,"Thin, skinny, or lean; describes a person or animal with little body fat, or meat with little fat.",adjective,瘦,shou4,5,Commonly used to describe body type (她很瘦 - she is thin) or meat quality (瘦肉 - lean meat),客,ke4,瘦,shou4,奇,qi2,汤,tang1,流,liu2,B
1110,To glance at or catch a glimpse of something briefly; to look quickly at something out of the corner of one's eye.,verb,瞥,pie1,5,Commonly used in the phrase 瞥见 (piē jiàn) meaning 'to catch sight of' or 瞥一眼 (piē yī yǎn) meaning 'to take a quick glance',追,zhui1,几,ji3,瞥,pie1,淹,yan1,答,da2,C
1111,"An onomatopoeia representing a loud bang, thud, or crashing sound, similar to 'bang' or 'boom' in English.",onomatopoeia,砰,peng1,5,"Commonly used to describe sounds of explosions, doors slamming, or objects hitting hard surfaces, as in 砰的一声 (with a bang)",熄,xi1,咕,gu1,砰,peng1,睛,jing1,圣,sheng4,C
1112,"Hard, stiff, or firm in texture or quality; opposite of soft. Can also mean tough, strong-willed, or forceful when describing attitudes or actions.",adjective,硬,ying4,5,"Common in phrases like 硬币 (hard currency/coin), 坚硬 (hard/solid), or 硬要 (insist on)",中,zhong1,撒,sa1,硬,ying4,狱,yu4,赢,ying2,C
1113,"A branch of study, department, or subject area; also refers to a category or division in classification systems.",noun,科,ke1,5,"Common in academic contexts like 科学 (science), 学科 (academic subject), or 外科 (surgery department)",岁,sui4,袜,wa4,科,ke1,盛,sheng4,海,hai3,C
1114,"To shrink, contract, or withdraw; to become smaller or pull back in size or extent.",verb,缩,suo1,5,"Common in words like 缩小 (to reduce/shrink), 收缩 (to contract), and 退缩 (to retreat/withdraw)",缩,suo1,眯,mi1,稳,wen3,进,jin4,剪,jian3,A
1115,"Wing or fin of a bird, insect, or fish; the appendage used for flying or swimming.",noun,翅,chi4,5,"Commonly seen in words like 翅膀 (chìbǎng, wing) and 鸡翅 (jīchì, chicken wing)",感,gan3,纷,fen1,弯,wan1,翅,chi4,医,yi1,D
1116,"Solemn, serious, or respectful; also means to eliminate or purge (in formal contexts)",adjective/verb,肃,su4,5,Commonly seen in words like 严肃 (serious/solemn) and 肃静 (quiet and respectful),湖,hu2,聚,ju4,炸,zha4,朝,chao2,肃,su4,E
1117,A pointed tip or awn (the bristle-like extension on grain); also refers to mango fruit in compounds.,noun,芒,mang2,5,Commonly seen in 芒果 (mángguǒ - mango) and 光芒 (guāngmáng - rays of light),芒,mang2,所,suo3,靠,kao4,脾,pi2,蜘,zhi1,A
1118,"A character referring to the lotus flower or hibiscus flower, primarily used in literary or poetic contexts.",noun,芙,fu2,5,"Most commonly seen in the compound word 芙蓉 (furong, lotus/hibiscus) or in names",棒,bang4,营,ying2,净,jing4,芙,fu2,本,ben3,D
1119,"Bitter in taste; also means suffering, hardship, or painful experiences.",adjective,苦,ku3,5,"Used to describe bitter flavors (苦瓜 bitter melon) or difficult situations (辛苦 hard work, 痛苦 painful)",苦,ku3,屏,ping2,响,xiang3,裤,ku4,躲,duo3,A
1120,"Describes something vast, boundless, or unclear; conveys a sense of being lost or confused in a vast space.",adjective,茫,mang2,5,"Commonly used in words like 茫茫 (boundless), 迷茫 (confused/lost), and 茫然 (at a loss)",茫,mang2,哼,heng1,贝,bei4,暴,bao4,空,kong1,A
1121,"Means wild, desolate, or barren, describing uncultivated land or wasteland. Also means absurd or ridiculous when describing ideas or situations.",adjective,荒,huang1,5,"Common in words like 荒地 (wasteland), 荒谬 (absurd), and 饥荒 (famine)",蹩,bie2,棵,ke1,赛,sai4,荒,huang1,秀,xiu4,D
1122,"Refers to the hibiscus flower; also commonly used as a poetic name for the city of Chengdu (成都, known as 'Rong City').",noun,蓉,rong2,5,"Often appears in place names, personal names, and classical poetry",跨,kua4,离,li2,蓉,rong2,邀,yao1,脏,zang4,C
1123,"Spider. This character is almost always used in the compound word 蜘蛛 (zhīzhū), meaning spider.",noun,蛛,zhu1,5,Rarely used alone; typically appears in 蜘蛛 (spider) or 蜘蛛网 (spider web),陷,xian4,付,fu4,蛛,zhu1,当,dang1,叛,pan4,C
1124,"A character component meaning spider, used almost exclusively in the compound word 蜘蛛 (zhīzhū), which means spider.",noun,蜘,zhi1,5,Rarely used alone; appears in 蜘蛛 (spider) and related terms like 蜘蛛网 (spider web),记,ji4,蜘,zhi1,圆,yuan2,尘,chen2,骄,jiao1,B
1125,"To mend, repair, or patch something; to supplement or make up for a deficiency.",verb,补,bu3,5,"Common in words like 补习 (tutoring/make-up classes), 补充 (to supplement), and 弥补 (to remedy)",劳,lao2,补,bu3,既,ji4,派,pai4,龟,gui1,B
1126,"Words, speech, or something that is said. In modern Chinese, it is mainly used in formal or literary contexts and in compound words.",noun,言,yan2,5,"Common in words like 语言 (language), 发言 (to speak/make a statement), 名言 (famous saying)",无,wu2,言,yan2,利,li4,瓦,wa3,观,guan1,B
1127,"To ask for, beg, or demand something; also means to invite or provoke (often negative consequences).",verb,讨,tao3,5,Common in words like 讨厌 (tǎoyàn - annoying/to dislike) and 讨论 (tǎolùn - to discuss),讨,tao3,凰,huang2,息,xi1,人,ren2,缠,chan2,A
1128,"To transfer, move, or shift (someone or something to a different place or position); to adjust or regulate settings.",verb,调,diao4,5,"Common in contexts like 调动 (transfer personnel), 调整 (adjust/modify), or 强调 (emphasize)",建,jian4,停,ting2,赌,du3,都,dou1,调,diao4,E
1129,"To be defeated, to lose, or to fail in a competition, battle, or endeavor. Can also mean to decay or spoil.",verb,败,bai4,5,"Common in words like 失败 (to fail), 打败 (to defeat), and 败坏 (to ruin)",祝,zhu4,愿,yuan4,败,bai4,也,ye3,丁,ding1,C
1130,"To choose, select, or pick from among options or alternatives. Also means to elect someone to a position.",verb,选,xuan3,5,"Common in phrases like 选择 (to choose), 选手 (contestant), and 选举 (election)",钥,yao4,御,yu4,选,xuan3,很,hen3,凳,deng4,C
1131,To hear or to smell; also means news or reputation. This versatile verb covers both auditory and olfactory perception.,verb/noun,闻,wen2,5,"Common in phrases like 新闻 (news), 闻名 (famous/well-known), and 听闻 (to hear of)",闻,wen2,哧,chi1,喳,zha1,天,tian1,抖,dou3,A
1132,"To block, hinder, or obstruct something from happening or moving forward. It means to prevent or stop progress or movement.",verb,阻,zu3,5,"Commonly used in words like 阻止 (to prevent), 阻碍 (to hinder), and 阻挡 (to block)",战,zhan4,发,fa1,尼,ni2,阻,zu3,属,shu3,D
1133,"To descend, fall, or drop; to lower or reduce something. Commonly used to describe decreasing levels, prices, temperatures, or standards.",verb,降,jiang4,5,"Found in words like 下降 (to decline), 降低 (to reduce), 降温 (temperature drop)",懒,lan3,巨,ju4,猪,zhu1,教,jiao4,降,jiang4,E
1134,"Prosperous, grand, or thriving; also describes a loud rumbling sound. Often used to convey abundance, magnificence, or deep booming noises.",adjective,隆,long2,5,"Common in words like 隆重 (grand/solemn), 兴隆 (prosperous), and 轰隆 (rumbling sound)",周,zhou1,族,zu2,隆,long2,音,yin1,补,bu3,C
1135,"To gather, collect, or assemble together; also used as a measure word for sets, collections, or episodes of TV shows and books.",verb/measure word,集,ji2,5,"Common in words like 收集 (collect), 集合 (gather/assemble), and counting episodes like 第一集 (episode 1)",傲,ao4,集,ji2,卢,lu2,张,zhang1,灌,guan4,B
1136,Face or facial appearance; also means color or countenance. Often used in literary or formal contexts to refer to one's face or complexion.,noun,颜,yan2,5,Common in words like 颜色 (yánsè - color) and 容颜 (róngyán - face/appearance),墨,mo4,室,shi4,颜,yan2,咒,zhou4,笨,ben4,C
1137,"To replace, substitute, or act on behalf of someone; also refers to a generation or historical period/era.",verb/noun,代,dai4,4,"Common in words like 代表 (represent), 现代 (modern era), 古代 (ancient times), and 一代 (one generation)",包,bao1,黑,hei1,蒙,meng2,代,dai4,拾,shi2,D
1138,"Price or value of something. Most commonly seen in the word 价格 (jiàgé, price) and compounds related to cost.",noun,价,jia4,4,"Used in expressions like 价钱 (price), 物价 (commodity prices), 降价 (reduce price)",蹬,deng1,封,feng1,价,jia4,杖,zhang4,玻,bo1,C
1139,"The number five in formal or financial contexts, used to prevent alteration on checks and official documents. Also used as a surname and in military terms meaning 'squad' or 'team of five'.",number/noun,伍,wu3,4,"Commonly seen on receipts, contracts, and currency to write '5' (instead of 五)",饼,bing3,兽,shou4,伍,wu3,荡,dang4,再,zai4,C
1140,"Excellent, superior, or outstanding; indicates high quality or being better than others.",adjective,优,you1,4,"Common in words like 优秀 (excellent), 优点 (advantage/merit), and 优先 (priority)",依,yi1,优,you1,争,zheng1,风,feng1,飞,fei1,B
1141,Side or flank of something; can also mean to incline or lean to one side.,noun/verb,侧,ce4,4,"Common in words like 侧面 (side view), 左侧 (left side), 右侧 (right side)",膊,bo2,目,mu4,噗,pu1,侧,ce4,削,xue1,D
1142,"To store, save, or reserve something for future use; to accumulate or stockpile.",verb,储,chu3,4,"Commonly seen in words like 储存 (to store), 储蓄 (to save money), and 储备 (reserves/stockpile)",弥,mi2,哨,shao4,狗,gou3,储,chu3,但,dan4,D
1143,Proud or arrogant; describes someone who has an excessively high opinion of themselves or shows disdain toward others.,adjective,傲,ao4,4,"Commonly seen in words like 骄傲 (proud), 傲慢 (arrogant), and 高傲 (haughty)",楚,chu3,傲,ao4,低,di1,晰,xi1,奈,nai4,B
1144,Clean or pure; also means 'only' or 'nothing but' when describing something exclusively. Can also mean 'net' (as in net weight or net profit).,adjective/adverb,净,jing4,4,"Common in words like 干净 (clean), 净重 (net weight), or 净说 (only talk/do nothing but talk)",持,chi2,方,fang1,净,jing4,甲,jia3,律,lv4,C
1145,"To congeal, condense, or solidify; to concentrate or focus (attention, gaze, etc.)",verb,凝,ning2,4,"Common in words like 凝视 (to gaze intently), 凝固 (to solidify), and 凝聚 (to condense/unite)",弗,fu2,凝,ning2,扛,kang2,鲁,lu3,缘,yuan2,B
1146,"Power, force, or momentum; also refers to a situation, trend, or influential position. Commonly describes the strength or势态 (state/tendency) of something.",noun,势,shi4,4,"Found in words like 趋势 (trend), 优势 (advantage), 形势 (situation), and 势力 (power/influence)",势,shi4,背,bei4,撑,cheng1,全,quan2,讽,feng3,A
1147,To divine or predict the future using ancient fortune-telling methods; also a surname.,verb/noun,卜,bo,4,Mainly seen in compound words like 占卜 (zhānbǔ - divination) or as a family name,饿,e4,换,huan4,植,zhi2,卜,bo,芬,fen1,D
1148,"To roll up or curl; also refers to a roll, scroll, or volume of something (like a test paper or book).",verb/noun,卷,juan3,4,"Common in words like 试卷 (test paper), 卷起 (to roll up), and 卷发 (curly hair)",倦,juan4,浪,lang4,卷,juan3,兴,xing1,勇,yong3,C
